id,season,gameType,startTimeUTC,venueTimezone,venue,awayTeamName,homeTeamName,awayTeamScore,homeTeamScore,lastPeriod,homeTeamPrev10Wins,homeTeamPrev10Losses,homeTeamPrev10OTLs,awayTeamPrev10Wins,awayTeamPrev10Losses,awayTeamPrev10OTLs
2021020001,20212022,2,2021-10-12T23:30:00Z,US/Eastern,Amalie Arena,Pittsburgh Penguins,Tampa Bay Lightning,6.0,2.0,REG,0,0,0,0,0,0
2021020002,20212022,2,2021-10-13T02:00:00Z,US/Pacific,T-Mobile Arena,Seattle Kraken,Vegas Golden Knights,3.0,4.0,REG,0,0,0,0,0,0
2021020003,20212022,2,2021-10-13T23:00:00Z,America/Toronto,Scotiabank Arena,Montréal Canadiens,Toronto Maple Leafs,1.0,2.0,REG,0,0,0,0,0,0
2021020004,20212022,2,2021-10-13T23:30:00Z,US/Eastern,Capital One Arena,New York Rangers,Washington Capitals,1.0,5.0,REG,0,0,0,0,0,0
2021020005,20212022,2,2021-10-14T02:00:00Z,America/Denver,Ball Arena,Chicago Blackhawks,Colorado Avalanche,2.0,4.0,REG,0,0,0,0,0,0
2021020006,20212022,2,2021-10-14T02:00:00Z,America/Edmonton,Rogers Place,Vancouver Canucks,Edmonton Oilers,2.0,3.0,SO,0,0,0,0,0,0
2021020015,20212022,2,2021-10-14T02:00:00Z,America/Los_Angeles,Honda Center,Winnipeg Jets,Anaheim Ducks,1.0,4.0,REG,0,0,0,0,0,0
2021020007,20212022,2,2021-10-14T23:00:00Z,America/New_York,KeyBank Center,Montréal Canadiens,Buffalo Sabres,1.0,5.0,REG,0,0,0,0,1,0
2021020008,20212022,2,2021-10-14T23:00:00Z,US/Eastern,Canadian Tire Centre,Toronto Maple Leafs,Ottawa Senators,2.0,3.0,REG,0,0,0,1,0,0
2021020010,20212022,2,2021-10-14T23:00:00Z,US/Eastern,FLA Live Arena,Pittsburgh Penguins,Florida Panthers,4.0,5.0,OT,0,0,0,1,0,0
2021020011,20212022,2,2021-10-14T23:00:00Z,America/New_York,Madison Square Garden,Dallas Stars,New York Rangers,3.0,2.0,OT,0,1,0,0,0,0
2021020012,20212022,2,2021-10-14T23:00:00Z,US/Eastern,PNC Arena,New York Islanders,Carolina Hurricanes,3.0,6.0,REG,0,0,0,0,0,0
2021020013,20212022,2,2021-10-14T23:00:00Z,US/Eastern,Nationwide Arena,Arizona Coyotes,Columbus Blue Jackets,2.0,8.0,REG,0,0,0,0,0,0
2021020009,20212022,2,2021-10-14T23:30:00Z,America/Detroit,Little Caesars Arena,Tampa Bay Lightning,Detroit Red Wings,7.0,6.0,OT,0,0,0,0,1,0
2021020014,20212022,2,2021-10-15T00:00:00Z,US/Central,Bridgestone Arena,Seattle Kraken,Nashville Predators,4.0,3.0,REG,0,0,0,0,1,0
2021020016,20212022,2,2021-10-15T02:30:00Z,America/Los_Angeles,STAPLES Center,Vegas Golden Knights,Los Angeles Kings,2.0,6.0,REG,0,0,0,1,0,0
2021020017,20212022,2,2021-10-15T23:00:00Z,US/Eastern,Prudential Center,Chicago Blackhawks,New Jersey Devils,3.0,4.0,OT,0,0,0,0,1,0
2021020018,20212022,2,2021-10-15T23:00:00Z,US/Eastern,Wells Fargo Center,Vancouver Canucks,Philadelphia Flyers,5.0,4.0,SO,0,0,0,0,0,1
2021020019,20212022,2,2021-10-16T02:00:00Z,America/Los_Angeles,Honda Center,Minnesota Wild,Anaheim Ducks,2.0,1.0,REG,1,0,0,0,0,0
2021020021,20212022,2,2021-10-16T17:00:00Z,America/New_York,KeyBank Center,Arizona Coyotes,Buffalo Sabres,1.0,2.0,SO,1,0,0,0,1,0
2021020025,20212022,2,2021-10-16T22:00:00Z,US/Eastern,FLA Live Arena,New York Islanders,Florida Panthers,1.0,5.0,REG,1,0,0,0,1,0
2021020020,20212022,2,2021-10-16T23:00:00Z,US/Eastern,TD Garden,Dallas Stars,Boston Bruins,1.0,3.0,REG,0,0,0,1,0,0
2021020022,20212022,2,2021-10-16T23:00:00Z,America/Toronto,Scotiabank Arena,Ottawa Senators,Toronto Maple Leafs,1.0,3.0,REG,1,1,0,1,0,0
2021020023,20212022,2,2021-10-16T23:00:00Z,America/Montreal,Centre Bell,New York Rangers,Montréal Canadiens,3.0,1.0,REG,0,2,0,0,1,1
2021020024,20212022,2,2021-10-16T23:00:00Z,America/Detroit,Little Caesars Arena,Vancouver Canucks,Detroit Red Wings,1.0,3.0,REG,0,0,1,1,0,1
2021020026,20212022,2,2021-10-16T23:00:00Z,US/Eastern,PPG Paints Arena,Chicago Blackhawks,Pittsburgh Penguins,2.0,5.0,REG,1,0,1,0,1,1
2021020027,20212022,2,2021-10-16T23:00:00Z,US/Eastern,Capital One Arena,Tampa Bay Lightning,Washington Capitals,2.0,1.0,OT,1,0,0,1,1,0
2021020028,20212022,2,2021-10-16T23:00:00Z,US/Eastern,Nationwide Arena,Seattle Kraken,Columbus Blue Jackets,1.0,2.0,OT,1,0,0,1,1,0
2021020029,20212022,2,2021-10-17T00:00:00Z,US/Central,Bridgestone Arena,Carolina Hurricanes,Nashville Predators,3.0,2.0,REG,0,1,0,1,0,0
2021020030,20212022,2,2021-10-17T01:00:00Z,America/Denver,Ball Arena,St. Louis Blues,Colorado Avalanche,5.0,3.0,REG,1,0,0,0,0,0
2021020031,20212022,2,2021-10-17T02:00:00Z,America/Edmonton,Rogers Place,Calgary Flames,Edmonton Oilers,2.0,5.0,REG,1,0,0,0,0,0
2021020033,20212022,2,2021-10-17T02:00:00Z,US/Pacific,SAP Center at San Jose,Winnipeg Jets,San Jose Sharks,3.0,4.0,REG,0,0,0,0,1,0
2021020032,20212022,2,2021-10-17T02:30:00Z,America/Los_Angeles,STAPLES Center,Minnesota Wild,Los Angeles Kings,3.0,2.0,REG,1,0,0,1,0,0
2021020034,20212022,2,2021-10-17T21:00:00Z,US/Eastern,Canadian Tire Centre,Dallas Stars,Ottawa Senators,2.0,3.0,REG,1,1,0,1,1,0
2021020035,20212022,2,2021-10-18T23:00:00Z,America/Toronto,Scotiabank Arena,New York Rangers,Toronto Maple Leafs,2.0,1.0,OT,2,1,0,1,1,1
2021020036,20212022,2,2021-10-18T23:00:00Z,US/Eastern,Wells Fargo Center,Seattle Kraken,Philadelphia Flyers,1.0,6.0,REG,0,0,1,1,1,1
2021020037,20212022,2,2021-10-19T01:30:00Z,US/Mountain,Scotiabank Saddledome,Anaheim Ducks,Calgary Flames,3.0,2.0,OT,0,1,0,1,1,0
2021020038,20212022,2,2021-10-19T02:00:00Z,America/Phoenix,Gila River Arena,St. Louis Blues,Arizona Coyotes,7.0,4.0,REG,0,1,1,1,0,0
2021020039,20212022,2,2021-10-19T23:00:00Z,America/New_York,KeyBank Center,Vancouver Canucks,Buffalo Sabres,2.0,5.0,REG,2,0,0,1,1,1
2021020040,20212022,2,2021-10-19T23:00:00Z,America/Montreal,Centre Bell,San Jose Sharks,Montréal Canadiens,5.0,0.0,REG,0,3,0,1,0,0
2021020042,20212022,2,2021-10-19T23:00:00Z,US/Eastern,Amalie Arena,Florida Panthers,Tampa Bay Lightning,4.0,1.0,REG,2,1,0,2,0,0
2021020043,20212022,2,2021-10-19T23:00:00Z,US/Eastern,Prudential Center,Seattle Kraken,New Jersey Devils,2.0,4.0,REG,1,0,0,1,2,1
2021020044,20212022,2,2021-10-19T23:00:00Z,US/Eastern,PPG Paints Arena,Dallas Stars,Pittsburgh Penguins,2.0,1.0,SO,2,0,1,1,2,0
2021020045,20212022,2,2021-10-19T23:00:00Z,US/Eastern,Capital One Arena,Colorado Avalanche,Washington Capitals,3.0,6.0,REG,1,0,1,1,1,0
2021020041,20212022,2,2021-10-19T23:30:00Z,America/Detroit,Little Caesars Arena,Columbus Blue Jackets,Detroit Red Wings,1.0,4.0,REG,1,0,1,2,0,0
2021020046,20212022,2,2021-10-20T00:00:00Z,America/Chicago,United Center,New York Islanders,Chicago Blackhawks,4.0,1.0,REG,0,2,1,0,2,0
2021020047,20212022,2,2021-10-20T00:00:00Z,US/Central,Bridgestone Arena,Los Angeles Kings,Nashville Predators,1.0,2.0,REG,0,2,0,1,1,0
2021020048,20212022,2,2021-10-20T00:00:00Z,US/Central,Xcel Energy Center,Winnipeg Jets,Minnesota Wild,5.0,6.0,OT,2,0,0,0,2,0
2021020049,20212022,2,2021-10-20T01:00:00Z,America/Edmonton,Rogers Place,Anaheim Ducks,Edmonton Oilers,5.0,6.0,REG,2,0,0,2,1,0
2021020050,20212022,2,2021-10-20T23:30:00Z,US/Eastern,Wells Fargo Center,Boston Bruins,Philadelphia Flyers,3.0,6.0,REG,1,0,1,1,0,0
2021020051,20212022,2,2021-10-21T02:00:00Z,US/Pacific,T-Mobile Arena,St. Louis Blues,Vegas Golden Knights,3.0,1.0,REG,1,1,0,2,0,0
2021020052,20212022,2,2021-10-21T23:00:00Z,America/Montreal,Centre Bell,Carolina Hurricanes,Montréal Canadiens,4.0,1.0,REG,0,4,0,2,0,0
2021020053,20212022,2,2021-10-21T23:00:00Z,US/Eastern,Canadian Tire Centre,San Jose Sharks,Ottawa Senators,2.0,1.0,REG,2,1,0,2,0,0
2021020055,20212022,2,2021-10-21T23:00:00Z,US/Eastern,FLA Live Arena,Colorado Avalanche,Florida Panthers,1.0,4.0,REG,3,0,0,1,2,0
2021020056,20212022,2,2021-10-21T23:00:00Z,US/Eastern,Prudential Center,Washington Capitals,New Jersey Devils,4.0,1.0,REG,2,0,0,2,0,1
2021020057,20212022,2,2021-10-21T23:00:00Z,US/Eastern,Nationwide Arena,New York Islanders,Columbus Blue Jackets,2.0,3.0,OT,2,1,0,1,2,0
2021020054,20212022,2,2021-10-21T23:30:00Z,America/Detroit,Little Caesars Arena,Calgary Flames,Detroit Red Wings,3.0,0.0,REG,2,0,1,0,1,1
2021020059,20212022,2,2021-10-22T00:00:00Z,US/Central,Bridgestone Arena,New York Rangers,Nashville Predators,3.0,1.0,REG,1,2,0,2,1,1
2021020060,20212022,2,2021-10-22T00:00:00Z,America/Winnipeg,Canada Life Centre,Anaheim Ducks,Winnipeg Jets,1.0,5.0,REG,0,2,1,2,2,0
2021020058,20212022,2,2021-10-22T00:30:00Z,America/Chicago,United Center,Vancouver Canucks,Chicago Blackhawks,4.0,1.0,REG,0,3,1,1,2,1
2021020061,20212022,2,2021-10-22T02:00:00Z,America/Phoenix,Gila River Arena,Edmonton Oilers,Arizona Coyotes,5.0,1.0,REG,0,2,1,3,0,0
2021020063,20212022,2,2021-10-22T22:00:00Z,America/Toronto,Scotiabank Arena,San Jose Sharks,Toronto Maple Leafs,5.0,3.0,REG,2,1,1,3,0,0
2021020062,20212022,2,2021-10-22T23:00:00Z,America/New_York,KeyBank Center,Boston Bruins,Buffalo Sabres,4.0,1.0,REG,3,0,0,1,1,0
2021020064,20212022,2,2021-10-23T00:30:00Z,US/Central,American Airlines Center,Los Angeles Kings,Dallas Stars,2.0,3.0,OT,2,2,0,1,2,0
2021020065,20212022,2,2021-10-23T02:00:00Z,US/Pacific,T-Mobile Arena,Edmonton Oilers,Vegas Golden Knights,5.0,3.0,REG,1,2,0,4,0,0
2021020067,20212022,2,2021-10-23T17:00:00Z,US/Eastern,Canadian Tire Centre,New York Rangers,Ottawa Senators,3.0,2.0,REG,2,2,0,3,1,1
2021020072,20212022,2,2021-10-23T17:00:00Z,US/Eastern,Capital One Arena,Calgary Flames,Washington Capitals,4.0,3.0,OT,3,0,1,1,1,1
2021020075,20212022,2,2021-10-23T22:00:00Z,US/Central,Xcel Energy Center,Anaheim Ducks,Minnesota Wild,3.0,4.0,OT,3,0,0,2,3,0
2021020066,20212022,2,2021-10-23T23:00:00Z,America/Montreal,Centre Bell,Detroit Red Wings,Montréal Canadiens,1.0,6.0,REG,0,5,0,2,1,1
2021020068,20212022,2,2021-10-23T23:00:00Z,US/Eastern,Amalie Arena,Colorado Avalanche,Tampa Bay Lightning,4.0,3.0,SO,2,2,0,1,3,0
2021020069,20212022,2,2021-10-23T23:00:00Z,US/Eastern,Prudential Center,Buffalo Sabres,New Jersey Devils,1.0,2.0,OT,2,1,0,3,1,0
2021020070,20212022,2,2021-10-23T23:00:00Z,US/Eastern,Wells Fargo Center,Florida Panthers,Philadelphia Flyers,4.0,2.0,REG,2,0,1,4,0,0
2021020071,20212022,2,2021-10-23T23:00:00Z,US/Eastern,PPG Paints Arena,Toronto Maple Leafs,Pittsburgh Penguins,1.0,7.0,REG,2,0,2,2,2,1
2021020073,20212022,2,2021-10-23T23:00:00Z,US/Eastern,Nationwide Arena,Carolina Hurricanes,Columbus Blue Jackets,5.0,1.0,REG,3,1,0,3,0,0
2021020076,20212022,2,2021-10-23T23:00:00Z,America/Winnipeg,Canada Life Centre,Nashville Predators,Winnipeg Jets,4.0,6.0,REG,1,2,1,1,3,0
2021020074,20212022,2,2021-10-24T00:00:00Z,US/Central,Enterprise Center,Los Angeles Kings,St. Louis Blues,3.0,7.0,REG,3,0,0,1,2,1
2021020077,20212022,2,2021-10-24T01:00:00Z,America/Phoenix,Gila River Arena,New York Islanders,Arizona Coyotes,3.0,0.0,REG,0,3,1,1,2,1
2021020078,20212022,2,2021-10-24T02:00:00Z,US/Pacific,Climate Pledge Arena,Vancouver Canucks,Seattle Kraken,4.0,2.0,REG,1,3,1,2,2,1
2021020079,20212022,2,2021-10-24T17:00:00Z,US/Eastern,TD Garden,San Jose Sharks,Boston Bruins,3.0,4.0,REG,2,1,0,4,0,0
2021020081,20212022,2,2021-10-24T22:00:00Z,US/Central,Xcel Energy Center,Nashville Predators,Minnesota Wild,5.0,2.0,REG,4,0,0,1,4,0
2021020080,20212022,2,2021-10-24T23:00:00Z,America/Chicago,United Center,Detroit Red Wings,Chicago Blackhawks,6.0,3.0,REG,0,4,1,2,2,1
2021020082,20212022,2,2021-10-25T02:00:00Z,US/Pacific,T-Mobile Arena,New York Islanders,Vegas Golden Knights,2.0,0.0,REG,1,3,0,2,2,1
2021020083,20212022,2,2021-10-25T23:00:00Z,America/New_York,KeyBank Center,Tampa Bay Lightning,Buffalo Sabres,1.0,5.0,REG,3,1,1,2,2,1
2021020084,20212022,2,2021-10-25T23:00:00Z,US/Eastern,Canadian Tire Centre,Washington Capitals,Ottawa Senators,7.0,5.0,REG,2,3,0,3,0,2
2021020085,20212022,2,2021-10-25T23:00:00Z,US/Eastern,FLA Live Arena,Arizona Coyotes,Florida Panthers,3.0,5.0,REG,5,0,0,0,4,1
2021020086,20212022,2,2021-10-25T23:00:00Z,America/New_York,Madison Square Garden,Calgary Flames,New York Rangers,5.0,1.0,REG,4,1,1,2,1,1
2021020087,20212022,2,2021-10-25T23:00:00Z,US/Eastern,PNC Arena,Toronto Maple Leafs,Carolina Hurricanes,1.0,4.0,REG,4,0,0,2,3,1
2021020088,20212022,2,2021-10-25T23:00:00Z,US/Eastern,Nationwide Arena,Dallas Stars,Columbus Blue Jackets,1.0,4.0,REG,3,2,0,3,2,0
2021020089,20212022,2,2021-10-26T00:00:00Z,US/Central,Enterprise Center,Los Angeles Kings,St. Louis Blues,0.0,3.0,REG,4,0,0,1,3,1
2021020090,20212022,2,2021-10-26T23:00:00Z,US/Eastern,Prudential Center,Calgary Flames,New Jersey Devils,5.0,3.0,REG,3,1,0,3,1,1
2021020091,20212022,2,2021-10-26T23:00:00Z,US/Eastern,PPG Paints Arena,Tampa Bay Lightning,Pittsburgh Penguins,5.0,1.0,REG,3,0,2,2,3,1
2021020093,20212022,2,2021-10-27T00:00:00Z,America/Denver,Ball Arena,Vegas Golden Knights,Colorado Avalanche,3.0,1.0,REG,2,3,0,1,4,0
2021020092,20212022,2,2021-10-27T00:30:00Z,US/Central,Bridgestone Arena,San Jose Sharks,Nashville Predators,1.0,3.0,REG,2,4,0,4,1,0
2021020094,20212022,2,2021-10-27T02:00:00Z,America/Vancouver,Rogers Arena,Minnesota Wild,Vancouver Canucks,3.0,2.0,REG,3,2,1,4,1,0
2021020095,20212022,2,2021-10-27T02:00:00Z,America/Los_Angeles,Honda Center,Winnipeg Jets,Anaheim Ducks,4.0,3.0,REG,2,3,1,2,2,1
2021020096,20212022,2,2021-10-27T02:00:00Z,US/Pacific,Climate Pledge Arena,Montréal Canadiens,Seattle Kraken,1.0,5.0,REG,1,4,1,1,5,0
2021020097,20212022,2,2021-10-27T23:00:00Z,US/Eastern,FLA Live Arena,Boston Bruins,Florida Panthers,1.0,4.0,REG,6,0,0,3,1,0
2021020098,20212022,2,2021-10-27T23:00:00Z,US/Eastern,Capital One Arena,Detroit Red Wings,Washington Capitals,3.0,2.0,OT,4,0,2,3,2,1
2021020099,20212022,2,2021-10-27T23:30:00Z,America/Chicago,United Center,Toronto Maple Leafs,Chicago Blackhawks,3.0,2.0,OT,0,5,1,2,4,1
2021020100,20212022,2,2021-10-28T00:30:00Z,US/Central,American Airlines Center,Vegas Golden Knights,Dallas Stars,3.0,2.0,OT,3,3,0,2,4,0
2021020101,20212022,2,2021-10-28T02:00:00Z,America/Edmonton,Rogers Place,Philadelphia Flyers,Edmonton Oilers,5.0,3.0,REG,5,0,0,2,1,1
2021020102,20212022,2,2021-10-28T23:00:00Z,US/Eastern,Amalie Arena,Arizona Coyotes,Tampa Bay Lightning,1.0,5.0,REG,3,3,1,0,5,1
2021020103,20212022,2,2021-10-28T23:00:00Z,US/Eastern,PPG Paints Arena,Calgary Flames,Pittsburgh Penguins,4.0,0.0,REG,3,1,2,4,1,1
2021020104,20212022,2,2021-10-28T23:00:00Z,US/Eastern,PNC Arena,Boston Bruins,Carolina Hurricanes,0.0,3.0,REG,5,0,0,3,2,0
2021020105,20212022,2,2021-10-29T00:00:00Z,US/Central,Enterprise Center,Colorado Avalanche,St. Louis Blues,4.0,3.0,REG,5,0,0,2,4,0
2021020106,20212022,2,2021-10-29T02:00:00Z,America/Vancouver,Rogers Arena,Philadelphia Flyers,Vancouver Canucks,2.0,1.0,REG,3,3,1,3,1,1
2021020107,20212022,2,2021-10-29T02:00:00Z,America/Los_Angeles,Honda Center,Buffalo Sabres,Anaheim Ducks,4.0,3.0,OT,2,4,1,4,1,1
2021020110,20212022,2,2021-10-29T02:00:00Z,US/Pacific,Climate Pledge Arena,Minnesota Wild,Seattle Kraken,1.0,4.0,REG,2,4,1,5,1,0
2021020108,20212022,2,2021-10-29T02:30:00Z,America/Los_Angeles,STAPLES Center,Winnipeg Jets,Los Angeles Kings,3.0,2.0,REG,1,4,1,3,2,1
2021020109,20212022,2,2021-10-29T02:30:00Z,US/Pacific,SAP Center at San Jose,Montréal Canadiens,San Jose Sharks,4.0,0.0,REG,4,2,0,1,6,0
2021020111,20212022,2,2021-10-29T23:00:00Z,America/Detroit,Little Caesars Arena,Florida Panthers,Detroit Red Wings,3.0,2.0,OT,4,2,1,7,0,0
2021020112,20212022,2,2021-10-29T23:00:00Z,America/New_York,Madison Square Garden,Columbus Blue Jackets,New York Rangers,0.0,4.0,REG,4,2,1,4,2,0
2021020113,20212022,2,2021-10-29T23:00:00Z,US/Eastern,Capital One Arena,Arizona Coyotes,Washington Capitals,0.0,2.0,REG,4,0,3,0,6,1
2021020114,20212022,2,2021-10-29T23:00:00Z,US/Eastern,PNC Arena,Chicago Blackhawks,Carolina Hurricanes,3.0,6.0,REG,6,0,0,0,5,2
2021020116,20212022,2,2021-10-30T00:00:00Z,US/Pacific,T-Mobile Arena,Anaheim Ducks,Vegas Golden Knights,4.0,5.0,SO,3,4,0,2,4,2
2021020115,20212022,2,2021-10-30T00:30:00Z,US/Central,American Airlines Center,Ottawa Senators,Dallas Stars,4.0,1.0,REG,3,3,1,2,4,0
2021020121,20212022,2,2021-10-30T17:30:00Z,US/Central,Bridgestone Arena,New York Islanders,Nashville Predators,2.0,3.0,SO,3,4,0,3,2,1
2021020125,20212022,2,2021-10-30T20:00:00Z,America/Los_Angeles,STAPLES Center,Montréal Canadiens,Los Angeles Kings,2.0,5.0,REG,1,5,1,2,6,0
2021020117,20212022,2,2021-10-30T23:00:00Z,US/Eastern,TD Garden,Florida Panthers,Boston Bruins,2.0,3.0,SO,3,3,0,8,0,0
2021020118,20212022,2,2021-10-30T23:00:00Z,America/Toronto,Scotiabank Arena,Detroit Red Wings,Toronto Maple Leafs,4.0,5.0,REG,3,4,1,4,2,2
2021020119,20212022,2,2021-10-30T23:00:00Z,US/Eastern,PPG Paints Arena,New Jersey Devils,Pittsburgh Penguins,4.0,2.0,REG,3,2,2,3,2,0
2021020126,20212022,2,2021-10-30T23:00:00Z,US/Pacific,SAP Center at San Jose,Winnipeg Jets,San Jose Sharks,1.0,2.0,OT,4,3,0,4,2,1
2021020120,20212022,2,2021-10-31T00:00:00Z,US/Central,Enterprise Center,Chicago Blackhawks,St. Louis Blues,0.0,1.0,REG,5,1,0,0,6,2
2021020122,20212022,2,2021-10-31T01:00:00Z,America/Denver,Ball Arena,Minnesota Wild,Colorado Avalanche,1.0,4.0,REG,3,4,0,5,2,0
2021020123,20212022,2,2021-10-31T02:00:00Z,US/Mountain,Scotiabank Saddledome,Philadelphia Flyers,Calgary Flames,0.0,4.0,REG,5,1,1,4,1,1
2021020124,20212022,2,2021-10-31T02:00:00Z,America/Vancouver,Rogers Arena,Edmonton Oilers,Vancouver Canucks,2.0,1.0,REG,3,4,1,5,1,0
2021020128,20212022,2,2021-10-31T17:00:00Z,US/Eastern,PNC Arena,Arizona Coyotes,Carolina Hurricanes,1.0,2.0,REG,7,0,0,0,7,1
2021020129,20212022,2,2021-10-31T20:00:00Z,America/Los_Angeles,Honda Center,Montréal Canadiens,Anaheim Ducks,2.0,4.0,REG,2,4,3,2,7,0
2021020130,20212022,2,2021-10-31T20:00:00Z,America/Los_Angeles,STAPLES Center,Buffalo Sabres,Los Angeles Kings,2.0,3.0,REG,2,5,1,5,1,1
2021020127,20212022,2,2021-10-31T21:00:00Z,US/Eastern,Prudential Center,Columbus Blue Jackets,New Jersey Devils,4.0,3.0,SO,4,2,0,4,3,0
2021020131,20212022,2,2021-11-01T01:00:00Z,US/Pacific,Climate Pledge Arena,New York Rangers,Seattle Kraken,3.0,1.0,REG,3,4,1,5,2,1
2021020132,20212022,2,2021-11-01T23:00:00Z,US/Eastern,Amalie Arena,Washington Capitals,Tampa Bay Lightning,2.0,3.0,REG,4,3,1,5,0,3
2021020133,20212022,2,2021-11-02T00:00:00Z,America/Chicago,United Center,Ottawa Senators,Chicago Blackhawks,1.0,5.0,REG,0,7,2,3,4,0
2021020134,20212022,2,2021-11-02T01:30:00Z,America/Edmonton,Rogers Place,Seattle Kraken,Edmonton Oilers,2.0,5.0,REG,6,1,0,3,5,1
2021020135,20212022,2,2021-11-02T23:00:00Z,America/Toronto,Scotiabank Arena,Vegas Golden Knights,Toronto Maple Leafs,0.0,4.0,REG,4,4,1,4,4,0
2021020136,20212022,2,2021-11-02T23:00:00Z,America/Montreal,Centre Bell,Detroit Red Wings,Montréal Canadiens,0.0,3.0,REG,2,8,0,4,3,2
2021020137,20212022,2,2021-11-02T23:00:00Z,US/Eastern,Wells Fargo Center,Arizona Coyotes,Philadelphia Flyers,0.0,3.0,REG,4,2,1,0,8,1
2021020138,20212022,2,2021-11-03T00:00:00Z,US/Central,Xcel Energy Center,Ottawa Senators,Minnesota Wild,4.0,5.0,OT,5,3,0,3,5,0
2021020139,20212022,2,2021-11-03T00:00:00Z,America/Winnipeg,Canada Life Centre,Dallas Stars,Winnipeg Jets,3.0,4.0,SO,4,2,2,3,4,1
2021020140,20212022,2,2021-11-03T01:00:00Z,US/Mountain,Scotiabank Saddledome,Nashville Predators,Calgary Flames,3.0,2.0,OT,6,1,1,4,4,0
2021020141,20212022,2,2021-11-03T02:00:00Z,America/Vancouver,Rogers Arena,New York Rangers,Vancouver Canucks,2.0,3.0,OT,3,5,1,6,2,1
2021020142,20212022,2,2021-11-03T02:00:00Z,America/Los_Angeles,Honda Center,New Jersey Devils,Anaheim Ducks,0.0,4.0,REG,3,4,3,4,2,1
2021020143,20212022,2,2021-11-03T02:30:00Z,US/Pacific,SAP Center at San Jose,Buffalo Sabres,San Jose Sharks,3.0,5.0,REG,5,3,0,5,2,1
2021020144,20212022,2,2021-11-04T00:30:00Z,America/Chicago,United Center,Carolina Hurricanes,Chicago Blackhawks,4.0,3.0,REG,1,7,2,8,0,0
2021020146,20212022,2,2021-11-04T00:30:00Z,America/Edmonton,Rogers Place,Nashville Predators,Edmonton Oilers,2.0,5.0,REG,7,1,0,5,4,0
2021020145,20212022,2,2021-11-04T01:00:00Z,America/Denver,Ball Arena,Columbus Blue Jackets,Colorado Avalanche,5.0,4.0,OT,4,4,0,5,3,0
2021020147,20212022,2,2021-11-04T02:00:00Z,America/Los_Angeles,STAPLES Center,St. Louis Blues,Los Angeles Kings,2.0,3.0,SO,3,5,1,6,1,0
2021020148,20212022,2,2021-11-04T23:00:00Z,US/Eastern,TD Garden,Detroit Red Wings,Boston Bruins,1.0,5.0,REG,4,3,0,4,4,2
2021020149,20212022,2,2021-11-04T23:00:00Z,America/Toronto,Scotiabank Arena,Tampa Bay Lightning,Toronto Maple Leafs,1.0,2.0,OT,5,4,1,5,3,1
2021020150,20212022,2,2021-11-04T23:00:00Z,America/Montreal,Centre Bell,New York Islanders,Montréal Canadiens,6.0,2.0,REG,3,7,0,3,2,2
2021020151,20212022,2,2021-11-04T23:00:00Z,US/Eastern,Canadian Tire Centre,Vegas Golden Knights,Ottawa Senators,5.0,1.0,REG,3,5,1,4,5,0
2021020152,20212022,2,2021-11-04T23:00:00Z,US/Eastern,FLA Live Arena,Washington Capitals,Florida Panthers,4.0,5.0,OT,8,0,1,5,1,3
2021020153,20212022,2,2021-11-04T23:00:00Z,US/Eastern,PPG Paints Arena,Philadelphia Flyers,Pittsburgh Penguins,2.0,3.0,OT,3,3,2,5,2,1
2021020154,20212022,2,2021-11-05T01:00:00Z,US/Mountain,Scotiabank Saddledome,Dallas Stars,Calgary Flames,4.0,3.0,OT,6,1,2,3,4,2
2021020156,20212022,2,2021-11-05T02:00:00Z,US/Pacific,Climate Pledge Arena,Buffalo Sabres,Seattle Kraken,2.0,5.0,REG,3,6,1,5,3,1
2021020155,20212022,2,2021-11-05T02:30:00Z,US/Pacific,SAP Center at San Jose,St. Louis Blues,San Jose Sharks,5.0,3.0,REG,6,3,0,6,1,1
2021020157,20212022,2,2021-11-06T00:00:00Z,America/Winnipeg,Canada Life Centre,Chicago Blackhawks,Winnipeg Jets,1.0,5.0,REG,5,2,2,1,7,2
2021020158,20212022,2,2021-11-06T01:30:00Z,America/Edmonton,Rogers Place,New York Rangers,Edmonton Oilers,5.0,6.0,OT,8,1,0,6,2,2
2021020159,20212022,2,2021-11-06T02:00:00Z,America/Vancouver,Rogers Arena,Nashville Predators,Vancouver Canucks,3.0,2.0,REG,4,5,1,5,5,0
2021020160,20212022,2,2021-11-06T02:00:00Z,America/Los_Angeles,Honda Center,Arizona Coyotes,Anaheim Ducks,1.0,3.0,REG,3,4,3,0,9,1
2021020161,20212022,2,2021-11-06T02:30:00Z,America/Los_Angeles,STAPLES Center,New Jersey Devils,Los Angeles Kings,2.0,3.0,OT,4,5,1,4,3,1
2021020165,20212022,2,2021-11-06T18:00:00Z,US/Eastern,Canadian Tire Centre,Tampa Bay Lightning,Ottawa Senators,5.0,3.0,REG,3,6,1,5,3,2
2021020166,20212022,2,2021-11-06T22:00:00Z,US/Eastern,FLA Live Arena,Carolina Hurricanes,Florida Panthers,2.0,5.0,REG,9,0,1,9,0,0
2021020162,20212022,2,2021-11-06T23:00:00Z,America/New_York,KeyBank Center,Detroit Red Wings,Buffalo Sabres,4.0,3.0,OT,5,4,1,4,5,1
2021020163,20212022,2,2021-11-06T23:00:00Z,America/Toronto,Scotiabank Arena,Boston Bruins,Toronto Maple Leafs,2.0,5.0,REG,5,4,1,5,3,0
